num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,512,1073741824,type1,0,201.368548
128,512,1073741824,type1,1,201.309582
128,512,1073741824,type1,2,200.534462
128,512,1073741824,type1,3,200.056784
128,512,1073741824,type1,4,200.407127
128,512,1073741824,type1,5,200.954355
128,512,1073741824,type1,6,201.410345
128,512,1073741824,type1,7,203.402971
128,512,1073741824,type1,8,199.714402
128,512,1073741824,type1,9,199.553879
128,512,1073741824,type2,0,134.197119
128,512,1073741824,type2,1,134.706065
128,512,1073741824,type2,2,133.990619
128,512,1073741824,type2,3,134.213919
128,512,1073741824,type2,4,135.622811
128,512,1073741824,type2,5,137.179045
128,512,1073741824,type2,6,135.056970
128,512,1073741824,type2,7,135.265648
128,512,1073741824,type2,8,134.920311
128,512,1073741824,type2,9,134.824349
