time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9139576340e+00 4.9950871579e-02
1.2271846300e-02 9.9122295982e+00 4.9946522695e-02
2.4543692600e-02 9.9067627682e+00 4.9932761551e-02
3.6815538900e-02 9.8975607332e+00 4.9909589191e-02
4.9087385200e-02 9.8846354069e+00 4.9877014245e-02
6.1359231500e-02 9.8679975968e+00 4.9835048244e-02
7.3631077800e-02 9.8476547384e+00 4.9783691313e-02
8.5902924100e-02 9.8236319622e+00 4.9722966720e-02
9.8174770400e-02 9.7959453007e+00 4.9652891253e-02
1.1044661670e-01 9.7646137294e+00 4.9573476658e-02
1.2271846300e-01 9.7296656523e+00 4.9484747128e-02
1.3499030930e-01 9.6911338160e+00 4.9386729801e-02
1.4726215560e-01 9.6490444127e+00 4.9279438567e-02
1.5953400190e-01 9.6034392757e+00 4.9162913530e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9106542564e+00 4.9948990975e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9106542564e+00 4.9948990975e-02
1.2271846300e-02 9.9089257293e+00 4.9944642465e-02
2.4543692600e-02 9.9034596231e+00 4.9930882475e-02
3.6815538900e-02 9.8942598358e+00 4.9907712054e-02
4.9087385200e-02 9.8813362785e+00 4.9875139835e-02
6.1359231500e-02 9.8647002718e+00 4.9833177338e-02
7.3631077800e-02 9.8443610220e+00 4.9781824693e-02
8.5902924100e-02 9.8203399804e+00 4.9721105169e-02
9.8174770400e-02 9.7926557982e+00 4.9651035577e-02
1.1044661670e-01 9.7613279993e+00 4.9571627613e-02
1.2271846300e-01 9.7263851223e+00 4.9482905506e-02
1.3499030930e-01 9.6878583474e+00 4.9384896359e-02
1.4726215560e-01 9.6457749658e+00 4.9277614083e-02
1.5953400190e-01 9.6001751279e+00 4.9161098741e-02
