num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,1024,8589934592,type1,0,573.490541
128,1024,8589934592,type1,1,579.611098
128,1024,8589934592,type1,2,574.495910
128,1024,8589934592,type1,3,575.415659
128,1024,8589934592,type1,4,575.801758
128,1024,8589934592,type1,5,571.051907
128,1024,8589934592,type1,6,568.956043
128,1024,8589934592,type1,7,570.518495
128,1024,8589934592,type1,8,581.342239
128,1024,8589934592,type1,9,573.457881
128,1024,8589934592,type2,0,274.522056
128,1024,8589934592,type2,1,281.456705
128,1024,8589934592,type2,2,289.181392
128,1024,8589934592,type2,3,284.274824
128,1024,8589934592,type2,4,284.244840
128,1024,8589934592,type2,5,290.192156
128,1024,8589934592,type2,6,275.267320
128,1024,8589934592,type2,7,292.053751
128,1024,8589934592,type2,8,282.407142
128,1024,8589934592,type2,9,278.171658
