time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9155010149e+00 4.9946908659e-02
1.2271846300e-02 9.9137610657e+00 4.9942515193e-02
2.4543692600e-02 9.9082812433e+00 4.9928708637e-02
3.6815538900e-02 9.8990726965e+00 4.9905505938e-02
4.9087385200e-02 9.8861400543e+00 4.9872901198e-02
6.1359231500e-02 9.8694967153e+00 4.9830906315e-02
7.3631077800e-02 9.8491478754e+00 4.9779528110e-02
8.5902924100e-02 9.8251172248e+00 4.9718778819e-02
9.8174770400e-02 9.7974286379e+00 4.9648689223e-02
1.1044661670e-01 9.7660964329e+00 4.9569257582e-02
1.2271846300e-01 9.7311570015e+00 4.9480521995e-02
1.3499030930e-01 9.6926324962e+00 4.9382498299e-02
1.4726215560e-01 9.6505574884e+00 4.9275215478e-02
1.5953400190e-01 9.6049627476e+00 4.9158696633e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9104909820e+00 4.9945028204e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9104909820e+00 4.9945028204e-02
1.2271846300e-02 9.9087514553e+00 4.9940635114e-02
2.4543692600e-02 9.9032734317e+00 4.9926829706e-02
3.6815538900e-02 9.8940681744e+00 4.9903628936e-02
