time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9146397804e+00 4.9952795776e-02
1.2271846300e-02 9.9126756444e+00 4.9947854258e-02
2.4543692600e-02 9.9069750259e+00 4.9933504264e-02
3.6815538900e-02 9.8975427134e+00 4.9909749589e-02
4.9087385200e-02 9.8843859548e+00 4.9876596513e-02
6.1359231500e-02 9.8675177819e+00 4.9834053791e-02
7.3631077800e-02 9.8469506582e+00 4.9782132663e-02
8.5902924100e-02 9.8227025411e+00 4.9720846844e-02
9.8174770400e-02 9.7947947971e+00 4.9650212519e-02
1.1044661670e-01 9.7632500307e+00 4.9570248336e-02
1.2271846300e-01 9.7280930510e+00 4.9480975405e-02
1.3499030930e-01 9.6893532545e+00 4.9382417288e-02
1.4726215560e-01 9.6470638175e+00 4.9274599998e-02
1.5953400190e-01 9.6012612274e+00 4.9157551985e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9113361382e+00 4.9950915099e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9113361382e+00 4.9950915099e-02
1.2271846300e-02 9.9093717448e+00 4.9945973980e-02
2.4543692600e-02 9.9036721193e+00 4.9931625166e-02
