time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9363741340e+00 5.0011249383e-02
1.2271846300e-02 9.9344334045e+00 5.0006368264e-02
2.4543692600e-02 9.9287482563e+00 4.9992066440e-02
3.6815538900e-02 9.9193218998e+00 4.9968347991e-02
4.9087385200e-02 9.9061640592e+00 4.9935222133e-02
6.1359231500e-02 9.8892837988e+00 4.9892690754e-02
7.3631077800e-02 9.8686963481e+00 4.9840769441e-02
8.5902924100e-02 9.8444192549e+00 4.9779472105e-02
9.8174770400e-02 9.8164744912e+00 4.9708821342e-02
1.1044661670e-01 9.7848808116e+00 4.9628824790e-02
1.2271846300e-01 9.7496669237e+00 4.9539504615e-02
1.3499030930e-01 9.7108630657e+00 4.9440893862e-02
1.4726215560e-01 9.6685001257e+00 4.9333010499e-02
1.5953400190e-01 9.6226140624e+00 4.9215885371e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9343592515e+00 5.0010778659e-02
