time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9385950423e+00 5.0022842295e-02
1.2271846300e-02 9.9366629587e+00 5.0017983130e-02
2.4543692600e-02 9.9309828547e+00 5.0003697894e-02
3.6815538900e-02 9.9215613121e+00 4.9979995676e-02
4.9087385200e-02 9.9084052856e+00 4.9946879474e-02
6.1359231500e-02 9.8915249351e+00 4.9904357208e-02
7.3631077800e-02 9.8709349200e+00 4.9852439883e-02
8.5902924100e-02 9.8466529386e+00 4.9791144062e-02
9.8174770400e-02 9.8186985913e+00 4.9720484342e-02
1.1044661670e-01 9.7870954125e+00 4.9640479703e-02
1.2271846300e-01 9.7518697569e+00 4.9551150519e-02
1.3499030930e-01 9.7130499126e+00 4.9452520448e-02
1.4726215560e-01 9.6706690784e+00 4.9344617518e-02
1.5953400190e-01 9.6247627556e+00 4.9227468819e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9377685841e+00 5.0022371462e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9377685841e+00 5.0022371462e-02
1.2271846300e-02 9.9358365711e+00 5.0017512395e-02
2.4543692600e-02 9.9301565811e+00 5.0003227452e-02
3.6815538900e-02 9.9207353573e+00 4.9979525721e-02
4.9087385200e-02 9.9075797014e+00 4.9946410201e-02
6.1359231500e-02 9.8906999978e+00 4.9903888809e-02
7.3631077800e-02 9.8701105480e+00 4.9851972556e-02
8.5902924100e-02 9.8458293183e+00 4.9790677999e-02
9.8174770400e-02 9.8178758422e+00 4.9720019737e-02
1.1044661670e-01 9.7862737269e+00 4.9640016742e-02
1.2271846300e-01 9.7510489316e+00 4.9550689393e-02
1.3499030930e-01 9.7122303089e+00 4.9452061365e-02
1.4726215560e-01 9.6698508835e+00 4.9344160659e-02
1.5953400190e-01 9.6239457581e+00 4.9227014379e-02
