time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9280205971e+00 4.9986417537e-02
1.2271846300e-02 9.9262563429e+00 4.9981979887e-02
2.4543692600e-02 9.9207487819e+00 4.9968124401e-02
3.6815538900e-02 9.9115041202e+00 4.9944854760e-02
4.9087385200e-02 9.8985315359e+00 4.9912177141e-02
6.1359231500e-02 9.8818394446e+00 4.9870100200e-02
7.3631077800e-02 9.8614420380e+00 4.9818635067e-02
8.5902924100e-02 9.8373593146e+00 4.9757795351e-02
9.8174770400e-02 9.8096073073e+00 4.9687597143e-02
1.1044661670e-01 9.7782071963e+00 4.9608059001e-02
1.2271846300e-01 9.7431882528e+00 4.9519201949e-02
1.3499030930e-01 9.7045788086e+00 4.9421049467e-02
1.4726215560e-01 9.6624095964e+00 4.9313627484e-02
1.5953400190e-01 9.6167195458e+00 4.9196964370e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9247159977e+00 4.9984535594e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9247159977e+00 4.9984535594e-02
1.2271846300e-02 9.9229519778e+00 4.9980098322e-02
2.4543692600e-02 9.9174457741e+00 4.9966243992e-02
3.6815538900e-02 9.9082030346e+00 4.9942976291e-02
4.9087385200e-02 9.8952316897e+00 4.9910301391e-02
6.1359231500e-02 9.8785416317e+00 4.9868227946e-02
7.3631077800e-02 9.8581471815e+00 4.9816767090e-02
8.5902924100e-02 9.8340662356e+00 4.9755932439e-02
9.8174770400e-02 9.8063168779e+00 4.9685740077e-02
1.1044661670e-01 9.7749210429e+00 4.9606208560e-02
1.2271846300e-01 9.7399063764e+00 4.9517358907e-02
1.3499030930e-01 9.7013018085e+00 4.9419214592e-02
1.4726215560e-01 9.6591391592e+00 4.9311801541e-02
1.5953400190e-01 9.6134546161e+00 4.9195148121e-02
