                      ranks  Wall tot
=====================================
mainTimer...........     16     10.57

                      ranks  Wall max  Wall min  Wall avg
=========================================================
mainTimer...........     16     10.57     10.57     10.57
particlesCreation...     16         0         0         0
dumpData............     16    0.1094   0.06162   0.08702
kick................     16 0.0006998  0.000414 0.0005308
drift...............     16 9.593e-05   6.7e-05 7.905e-05
initializeShapeFunc.     16         0         0         0
findInternal........     16         0         0         0
findPeriodic........     16         0         0         0
NativeNUFFT::init...     16         0         0         0
particleBC..........     16 0.0001406  8.62e-05  0.000121
updateParticle......     16    0.2111    0.1337    0.1698
locateParticles.....     16   0.07193   0.06747   0.06959
sendPreprocess......     16  0.006262  0.001862  0.004082
particleSend........     16  0.008395  0.007424  0.007861
particleRecv........     16 0.0003285 0.0002309 0.0002778
particleDestroy.....     16   0.05055   0.04157    0.0457
ScatterPIFNUFFT.....     16     3.456     3.364     3.413
NativeNUFFT1........     16     3.439     3.347     3.396
scatterTimerNUFFT1..     16     1.943     1.857     1.902
binSort.............     16    0.3311      0.31      0.32
binComputeKeys......     16   0.03229    0.0298   0.03094
binSortByKey........     16    0.2844    0.2655    0.2742
binComputeOffsets...     16   0.01529   0.01421    0.0147
FFTNUFFT1...........     16     1.502     1.467     1.486
TwiddleAdd..........     16 0.0007075 0.0004377 0.0005246
subFFTs.............     16     1.501     1.466     1.485
deconvolutionNUFFT1.     16  0.007626  0.007449  0.007539
GatherPIFNUFFT......     16     6.896     6.835     6.864
NativeNUFFT2........     16     6.887     6.825     6.854
PrecorrectionNUFFT2.     16   0.07512   0.07089   0.07302
FFTNUFFT2...........     16     4.554     4.448       4.5
subIFFTs............     16     4.541     4.435     4.487
StridedWrite........     16  0.002277  0.001293  0.001698
GatherNUFFT2........     16    0.4706    0.4053    0.4312
