time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9158191919e+00 4.9956119338e-02
1.2271846300e-02 9.9138905997e+00 4.9951263891e-02
2.4543692600e-02 9.9082237719e+00 4.9936998445e-02
3.6815538900e-02 9.8988240317e+00 4.9913326749e-02
4.9087385200e-02 9.8856995246e+00 4.9880255033e-02
6.1359231500e-02 9.8688619132e+00 4.9837792016e-02
7.3631077800e-02 9.8483239294e+00 4.9785948894e-02
8.5902924100e-02 9.8241064103e+00 4.9724739340e-02
9.8174770400e-02 9.7962284068e+00 4.9654179496e-02
1.1044661670e-01 9.7647105035e+00 4.9574287973e-02
1.2271846300e-01 9.7295804115e+00 4.9485085840e-02
1.3499030930e-01 9.6908665879e+00 4.9386596615e-02
1.4726215560e-01 9.6486015460e+00 4.9278846277e-02
1.5953400190e-01 9.6028212139e+00 4.9161863239e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9125153297e+00 4.9954238536e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9125153297e+00 4.9954238536e-02
1.2271846300e-02 9.9105861806e+00 4.9949383481e-02
2.4543692600e-02 9.9049203223e+00 4.9935119202e-02
3.6815538900e-02 9.8955221484e+00 4.9911449454e-02
4.9087385200e-02 9.8824000273e+00 4.9878380471e-02
6.1359231500e-02 9.8655644863e+00 4.9835920969e-02
7.3631077800e-02 9.8450302037e+00 4.9784082144e-02
8.5902924100e-02 9.8208154865e+00 4.9722877667e-02
9.8174770400e-02 9.7929404767e+00 4.9652323677e-02
1.1044661670e-01 9.7614270150e+00 4.9572438782e-02
1.2271846300e-01 9.7263012124e+00 4.9483244051e-02
1.3499030930e-01 9.6875920380e+00 4.9384763006e-02
1.4726215560e-01 9.6453321326e+00 4.9277021618e-02
1.5953400190e-01 9.5995569278e+00 4.9160048297e-02
