time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9431473065e+00 5.0024363820e-02
1.2271846300e-02 9.9413751506e+00 5.0019919518e-02
2.4543692600e-02 9.9358543015e+00 5.0006049298e-02
3.6815538900e-02 9.9265899603e+00 4.9982756853e-02
4.9087385200e-02 9.9135916385e+00 4.9950048374e-02
6.1359231500e-02 9.8968663915e+00 4.9907932532e-02
7.3631077800e-02 9.8764307558e+00 4.9856420481e-02
8.5902924100e-02 9.8523028319e+00 4.9795525864e-02
9.8174770400e-02 9.8244995787e+00 4.9725264796e-02
1.1044661670e-01 9.7930462669e+00 4.9645655859e-02
1.2271846300e-01 9.7579674047e+00 4.9556720101e-02
1.3499030930e-01 9.7192916977e+00 4.9458481032e-02
1.4726215560e-01 9.6770501645e+00 4.9350964611e-02
1.5953400190e-01 9.6312791463e+00 4.9234199244e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9398418500e+00 5.0022480449e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9398418500e+00 5.0022480449e-02
1.2271846300e-02 9.9380698721e+00 5.0018036527e-02
2.4543692600e-02 9.9325498158e+00 5.0004167465e-02
3.6815538900e-02 9.9232873157e+00 4.9980876963e-02
4.9087385200e-02 9.9102900367e+00 4.9948171208e-02
6.1359231500e-02 9.8935675756e+00 4.9906058874e-02
7.3631077800e-02 9.8731346532e+00 4.9854551114e-02
8.5902924100e-02 9.8490086465e+00 4.9793661565e-02
9.8174770400e-02 9.8212086765e+00 4.9723406338e-02
1.1044661670e-01 9.7897584196e+00 4.9643804013e-02
1.2271846300e-01 9.7546839274e+00 4.9554875637e-02
1.3499030930e-01 9.7160131277e+00 4.9456644715e-02
1.4726215560e-01 9.6737775669e+00 4.9349137205e-02
1.5953400190e-01 9.6280126828e+00 4.9232381508e-02
