num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,1024,8589934592,type1,0,2418.583725
128,1024,8589934592,type1,1,2369.535542
128,1024,8589934592,type1,2,2429.904194
128,1024,8589934592,type1,3,2403.651628
128,1024,8589934592,type1,4,2381.748305
128,1024,8589934592,type1,5,2416.106620
128,1024,8589934592,type1,6,2401.351847
128,1024,8589934592,type1,7,2403.069385
128,1024,8589934592,type1,8,2406.949812
128,1024,8589934592,type1,9,2387.187795
128,1024,8589934592,type2,0,1845.101570
128,1024,8589934592,type2,1,1797.420048
128,1024,8589934592,type2,2,1814.223097
128,1024,8589934592,type2,3,1805.417739
128,1024,8589934592,type2,4,1830.481623
128,1024,8589934592,type2,5,1823.444562
128,1024,8589934592,type2,6,1810.102069
128,1024,8589934592,type2,7,1838.424652
128,1024,8589934592,type2,8,1779.532061
128,1024,8589934592,type2,9,1804.898392
