num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,1024,8589934592,type1,0,1077.934526
64,1024,8589934592,type1,1,1082.020488
64,1024,8589934592,type1,2,1082.433442
64,1024,8589934592,type1,3,1080.863020
64,1024,8589934592,type1,4,1084.991121
64,1024,8589934592,type1,5,1075.290999
64,1024,8589934592,type1,6,1073.357820
64,1024,8589934592,type1,7,1073.664341
64,1024,8589934592,type1,8,1071.213632
64,1024,8589934592,type1,9,1073.971019
64,1024,8589934592,type2,0,505.874911
64,1024,8589934592,type2,1,505.992971
64,1024,8589934592,type2,2,494.884446
64,1024,8589934592,type2,3,502.238836
64,1024,8589934592,type2,4,495.500443
64,1024,8589934592,type2,5,493.809367
64,1024,8589934592,type2,6,500.291267
64,1024,8589934592,type2,7,507.897564
64,1024,8589934592,type2,8,505.123044
64,1024,8589934592,type2,9,500.033470
