num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
256,1024,8589934592,type1,0,814.966100
256,1024,8589934592,type1,1,816.541263
256,1024,8589934592,type1,2,817.345253
256,1024,8589934592,type1,3,815.942076
256,1024,8589934592,type1,4,816.664987
256,1024,8589934592,type1,5,815.022052
256,1024,8589934592,type1,6,815.689766
256,1024,8589934592,type1,7,815.779700
256,1024,8589934592,type1,8,814.952517
256,1024,8589934592,type1,9,816.397884
256,1024,8589934592,type2,0,555.567162
256,1024,8589934592,type2,1,555.121729
256,1024,8589934592,type2,2,556.508215
256,1024,8589934592,type2,3,554.936640
256,1024,8589934592,type2,4,554.717020
256,1024,8589934592,type2,5,553.760950
256,1024,8589934592,type2,6,554.106562
256,1024,8589934592,type2,7,553.951044
256,1024,8589934592,type2,8,553.887407
256,1024,8589934592,type2,9,555.310376
