time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9333535719e+00 4.9975459245e-02
1.2271846300e-02 9.9315752752e+00 4.9970982359e-02
2.4543692600e-02 9.9260506078e+00 4.9957091026e-02
3.6815538900e-02 9.9167957599e+00 4.9933802839e-02
4.9087385200e-02 9.9038082749e+00 4.9901099737e-02
6.1359231500e-02 9.8871053940e+00 4.9859004048e-02
7.3631077800e-02 9.8667062706e+00 4.9807538284e-02
8.5902924100e-02 9.8426090783e+00 4.9746683182e-02
9.8174770400e-02 9.8148559098e+00 4.9676492032e-02
1.1044661670e-01 9.7834545415e+00 4.9596948407e-02
1.2271846300e-01 9.7484391601e+00 4.9508102376e-02
1.3499030930e-01 9.7098400524e+00 4.9409970118e-02
1.4726215560e-01 9.6676837635e+00 4.9302555333e-02
1.5953400190e-01 9.6220179017e+00 4.9185916011e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9252963056e+00 4.9973577715e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9252963056e+00 4.9973577715e-02
1.2271846300e-02 9.9235186151e+00 4.9969101212e-02
2.4543692600e-02 9.9179974005e+00 4.9955211048e-02
3.6815538900e-02 9.9087443139e+00 4.9931924809e-02
4.9087385200e-02 9.8957583385e+00 4.9899224458e-02
6.1359231500e-02 9.8790565160e+00 4.9857132315e-02
7.3631077800e-02 9.8586585741e+00 4.9805670859e-02
8.5902924100e-02 9.8345680062e+00 4.9744820854e-02
9.8174770400e-02 9.8068199860e+00 4.9674635586e-02
1.1044661670e-01 9.7754229942e+00 4.9595098596e-02
1.2271846300e-01 9.7404141889e+00 4.9506260007e-02
1.3499030930e-01 9.7018206402e+00 4.9408135893e-02
1.4726215560e-01 9.6596684569e+00 4.9300730012e-02
1.5953400190e-01 9.6140044685e+00 4.9184100403e-02
