num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
8,512,1073741824,type1,0,3253.415467
8,512,1073741824,type1,1,3269.886500
8,512,1073741824,type1,2,3273.916312
8,512,1073741824,type1,3,3257.882696
8,512,1073741824,type1,4,3269.940089
8,512,1073741824,type1,5,3260.447989
8,512,1073741824,type1,6,3254.627022
8,512,1073741824,type1,7,3251.260046
8,512,1073741824,type1,8,3226.011367
8,512,1073741824,type1,9,3258.100700
8,512,1073741824,type2,0,2176.701987
8,512,1073741824,type2,1,2171.940788
8,512,1073741824,type2,2,2164.572944
8,512,1073741824,type2,3,2170.598325
8,512,1073741824,type2,4,2162.556547
8,512,1073741824,type2,5,2152.264358
8,512,1073741824,type2,6,2159.747709
8,512,1073741824,type2,7,2182.928337
8,512,1073741824,type2,8,2163.854718
8,512,1073741824,type2,9,2159.422193
