num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
32,512,1073741824,type1,0,252.759605
32,512,1073741824,type1,1,251.794303
32,512,1073741824,type1,2,251.333805
32,512,1073741824,type1,3,251.037995
32,512,1073741824,type1,4,254.315321
32,512,1073741824,type1,5,253.186383
32,512,1073741824,type1,6,253.126705
32,512,1073741824,type1,7,256.649274
32,512,1073741824,type1,8,251.454156
32,512,1073741824,type1,9,253.613695
32,512,1073741824,type2,0,107.303455
32,512,1073741824,type2,1,107.815537
32,512,1073741824,type2,2,108.294345
32,512,1073741824,type2,3,108.614208
32,512,1073741824,type2,4,113.847115
32,512,1073741824,type2,5,108.400325
32,512,1073741824,type2,6,107.388712
32,512,1073741824,type2,7,105.772052
32,512,1073741824,type2,8,106.914329
32,512,1073741824,type2,9,109.470881
