num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,512,1073741824,type1,0,62.505637
512,512,1073741824,type1,1,68.973624
512,512,1073741824,type1,2,64.638141
512,512,1073741824,type1,3,60.134523
512,512,1073741824,type1,4,57.589558
512,512,1073741824,type1,5,56.304496
512,512,1073741824,type1,6,56.260171
512,512,1073741824,type1,7,56.420588
512,512,1073741824,type1,8,56.214241
512,512,1073741824,type1,9,56.652948
512,512,1073741824,type2,0,40.902823
512,512,1073741824,type2,1,44.384005
512,512,1073741824,type2,2,44.022508
512,512,1073741824,type2,3,44.203332
512,512,1073741824,type2,4,40.493293
512,512,1073741824,type2,5,40.307780
512,512,1073741824,type2,6,40.061409
512,512,1073741824,type2,7,39.740848
512,512,1073741824,type2,8,45.325703
512,512,1073741824,type2,9,42.512094
