time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48945911710736265e+01 2.97658024831754847e+03 2.99147483948862191e+03 4.56778832414604583e-02
1.22718463000000000e-02 1.48917410091214020e+01 2.97658309799272911e+03 2.99147483900185034e+03 4.47686803536766903e-02
2.45436926000000000e-02 1.48832747460431758e+01 2.97659156356262520e+03 2.99147483830866850e+03 4.39352003516354297e-02
3.68155389000000000e-02 1.48691989207387696e+01 2.97660563846306195e+03 2.99147483738380060e+03 4.31819686047453244e-02
4.90873851999999999e-02 1.48495261681197821e+01 2.97662531045085234e+03 2.99147483661897195e+03 4.25131878246497175e-02
6.13592314999999999e-02 1.48242721723173840e+01 2.97665056281867919e+03 2.99147483499099644e+03 4.19327550646312122e-02
7.36310777999999999e-02 1.47934585950454238e+01 2.97668137457442481e+03 2.99147483316947046e+03 4.14445022914677608e-02
8.59029240999999999e-02 1.47571109699392142e+01 2.97671772029158547e+03 2.99147483126152474e+03 4.10516071582398487e-02
9.81747703999999999e-02 1.47152588076354647e+01 2.97675956987487643e+03 2.99147482868251200e+03 4.07566152903038950e-02
1.10446616700000000e-01 1.46679376900595209e+01 2.97680688838023343e+03 2.99147482607029315e+03 4.05615560240603287e-02
1.22718463000000000e-01 1.46151868679262744e+01 2.97685963645401671e+03 2.99147482332194295e+03 4.04677676003396131e-02
1.34990309300000000e-01 1.45570498933780570e+01 2.97691777037360816e+03 2.99147482026698617e+03 4.04758674404677582e-02
1.47262155600000000e-01 1.44935741182822504e+01 2.97698124222656816e+03 2.99147481634485030e+03 4.05853917448638912e-02
1.59534001900000000e-01 1.44248134898671960e+01 2.97704999947141096e+03 2.99147481296127808e+03 4.07953803110215618e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 0.00000000000000000e+00 2.97658024831754847e+03 2.97658024831754847e+03 4.56778832414604791e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48933516884340271e+01 2.97658024831754847e+03 2.99147360000598246e+03 4.56778832414604791e-02
time, Potential energy, Kinetic energy, Total energy Total Momentum
0.00000000000000000e+00 1.48933516884340271e+01 2.97658024831754847e+03 2.99147360000598246e+03 4.56778832414604791e-02
1.22718463000000000e-02 1.48905015939333918e+01 2.97658309821880084e+03 2.99147359981273439e+03 4.56778832414604513e-02
2.45436926000000000e-02 1.48820355605227466e+01 2.97659156377089403e+03 2.99147359933141661e+03 4.56778832414604513e-02
3.68155389000000000e-02 1.48679603377682223e+01 2.97660563806878145e+03 2.99147359840654963e+03 4.56778832414605970e-02
4.90873851999999999e-02 1.48482881009186976e+01 2.97662530928846263e+03 2.99147359738938121e+03 4.56778832414603334e-02
6.13592314999999999e-02 1.48230349418088956e+01 2.97665056092924351e+03 2.99147359587105257e+03 4.56778832414604444e-02
7.36310777999999999e-02 1.47922223380327633e+01 2.97668137179017685e+03 2.99147359412820970e+03 4.56778832414603195e-02
8.59029240999999999e-02 1.47558757529921678e+01 2.97671771640603674e+03 2.99147359215902907e+03 4.56778832414608191e-02
9.81747703999999999e-02 1.47140249719368192e+01 2.97675956472398502e+03 2.99147358969592187e+03 4.56778832414608815e-02
1.10446616700000000e-01 1.46667052873313946e+01 2.97680688173047747e+03 2.99147358701780877e+03 4.56778832414599864e-02
1.22718463000000000e-01 1.46139560046827146e+01 2.97685962806806447e+03 2.99147358407274714e+03 4.56778832414603472e-02
1.34990309300000000e-01 1.45558206944302810e+01 2.97691776022912427e+03 2.99147358092355444e+03 4.56778832414609023e-02
1.47262155600000000e-01 1.44923469807632141e+01 2.97698123015169494e+03 2.99147357713245810e+03 4.56778832414602570e-02
1.59534001900000000e-01 1.44235883204742930e+01 2.97704998504333253e+03 2.99147357336380674e+03 4.56778832414611730e-02
