time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9422363334e+00 5.0014405834e-02
1.2271846300e-02 9.9406072707e+00 5.0010312115e-02
2.4543692600e-02 9.9352333163e+00 4.9996799280e-02
3.6815538900e-02 9.9261204400e+00 4.9973875537e-02
4.9087385200e-02 9.9132679560e+00 4.9941530411e-02
6.1359231500e-02 9.8967004970e+00 4.9899794412e-02
7.3631077800e-02 9.8764211280e+00 4.9848662958e-02
8.5902924100e-02 9.8524477083e+00 4.9788141368e-02
9.8174770400e-02 9.8248097367e+00 4.9718273931e-02
1.1044661670e-01 9.7935164296e+00 4.9639052345e-02
1.2271846300e-01 9.7585994379e+00 4.9550511141e-02
1.3499030930e-01 9.7200905875e+00 4.9452674862e-02
1.4726215560e-01 9.6780140877e+00 4.9345551302e-02
1.5953400190e-01 9.6324222348e+00 4.9229205231e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9372270128e+00 5.0012522837e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9372270128e+00 5.0012522837e-02
1.2271846300e-02 9.9355985233e+00 5.0008429489e-02
2.4543692600e-02 9.9302250955e+00 4.9994917812e-02
3.6815538900e-02 9.9211129989e+00 4.9971996009e-02
4.9087385200e-02 9.9082636828e+00 4.9939653611e-02
6.1359231500e-02 9.8916975444e+00 4.9897921123e-02
7.3631077800e-02 9.8714216628e+00 4.9846793955e-02
8.5902924100e-02 9.8474503523e+00 4.9786277437e-02
9.8174770400e-02 9.8198149786e+00 4.9716415832e-02
1.1044661670e-01 9.7885261165e+00 4.9637200858e-02
1.2271846300e-01 9.7536148242e+00 4.9548667030e-02
1.3499030930e-01 9.7151110419e+00 4.9450838919e-02
1.4726215560e-01 9.6730406728e+00 4.9343724269e-02
1.5953400190e-01 9.6274540919e+00 4.9227387855e-02
