time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9216870332e+00 4.9946322743e-02
1.2271846300e-02 9.9197391561e+00 4.9941419232e-02
2.4543692600e-02 9.9140502993e+00 4.9927105980e-02
3.6815538900e-02 9.9046310631e+00 4.9903399856e-02
4.9087385200e-02 9.8914924197e+00 4.9870289942e-02
6.1359231500e-02 9.8746419260e+00 4.9827793920e-02
7.3631077800e-02 9.8540978152e+00 4.9775933228e-02
8.5902924100e-02 9.8298593303e+00 4.9714687865e-02
9.8174770400e-02 9.8019688701e+00 4.9644116265e-02
1.1044661670e-01 9.7704324722e+00 4.9564195684e-02
1.2271846300e-01 9.7352927243e+00 4.9474986143e-02
1.3499030930e-01 9.6965728998e+00 4.9376497216e-02
1.4726215560e-01 9.6543010304e+00 4.9268730182e-02
1.5953400190e-01 9.6085252828e+00 4.9151740682e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9136283772e+00 4.9944442309e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9136283772e+00 4.9944442309e-02
1.2271846300e-02 9.9116820178e+00 4.9939539195e-02
2.4543692600e-02 9.9059965095e+00 4.9925227109e-02
3.6815538900e-02 9.8965823210e+00 4.9901522926e-02
4.9087385200e-02 9.8834433040e+00 4.9868415750e-02
6.1359231500e-02 9.8665925977e+00 4.9825923244e-02
7.3631077800e-02 9.8460492462e+00 4.9774066838e-02
8.5902924100e-02 9.8218159604e+00 4.9712826541e-02
9.8174770400e-02 9.7939292195e+00 4.9642260795e-02
1.1044661670e-01 9.7623976121e+00 4.9562346846e-02
1.2271846300e-01 9.7272641349e+00 4.9473144663e-02
1.3499030930e-01 9.6885517819e+00 4.9374663906e-02
1.4726215560e-01 9.6462861024e+00 4.9266905725e-02
1.5953400190e-01 9.6005128701e+00 4.9149925931e-02
