num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,1024,8589934592,type1,0,172.383995
512,1024,8589934592,type1,1,166.648771
512,1024,8589934592,type1,2,178.641681
512,1024,8589934592,type1,3,169.202415
512,1024,8589934592,type1,4,176.319782
512,1024,8589934592,type1,5,167.155159
512,1024,8589934592,type1,6,163.972996
512,1024,8589934592,type1,7,174.224819
512,1024,8589934592,type1,8,179.537027
512,1024,8589934592,type1,9,174.785523
512,1024,8589934592,type2,0,96.882311
512,1024,8589934592,type2,1,110.801539
512,1024,8589934592,type2,2,91.770170
512,1024,8589934592,type2,3,94.975642
512,1024,8589934592,type2,4,98.116117
512,1024,8589934592,type2,5,96.486333
512,1024,8589934592,type2,6,90.499073
512,1024,8589934592,type2,7,90.163501
512,1024,8589934592,type2,8,102.581196
512,1024,8589934592,type2,9,90.474117
