num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,512,1073741824,type1,0,146.588064
64,512,1073741824,type1,1,145.874877
64,512,1073741824,type1,2,143.841632
64,512,1073741824,type1,3,144.868018
64,512,1073741824,type1,4,148.005052
64,512,1073741824,type1,5,145.263214
64,512,1073741824,type1,6,149.478442
64,512,1073741824,type1,7,145.474155
64,512,1073741824,type1,8,145.150163
64,512,1073741824,type1,9,150.651390
64,512,1073741824,type2,0,72.633700
64,512,1073741824,type2,1,72.198105
64,512,1073741824,type2,2,71.991135
64,512,1073741824,type2,3,72.487919
64,512,1073741824,type2,4,71.808209
64,512,1073741824,type2,5,73.199614
64,512,1073741824,type2,6,72.732009
64,512,1073741824,type2,7,72.381762
64,512,1073741824,type2,8,72.604413
64,512,1073741824,type2,9,75.433008
