time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9281993755e+00 4.9979340956e-02
1.2271846300e-02 9.9264990518e+00 4.9975063175e-02
2.4543692600e-02 9.9210620565e+00 4.9961375711e-02
3.6815538900e-02 9.9118875177e+00 4.9938280196e-02
4.9087385200e-02 9.8989826980e+00 4.9905771314e-02
6.1359231500e-02 9.8823649024e+00 4.9863876038e-02
7.3631077800e-02 9.8620396503e+00 4.9812590946e-02
8.5902924100e-02 9.8380267281e+00 4.9751922016e-02
9.8174770400e-02 9.8103546661e+00 4.9681912268e-02
1.1044661670e-01 9.7790317334e+00 4.9602554001e-02
1.2271846300e-01 9.7440925150e+00 4.9513884832e-02
1.3499030930e-01 9.7055652025e+00 4.9415927304e-02
1.4726215560e-01 9.6634773104e+00 4.9308690489e-02
1.5953400190e-01 9.6178759289e+00 4.9192223922e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9231915981e+00 4.9977459280e-02
time, Ez_field_energy, Ez_max_norm
0.0000000000e+00 9.9231915981e+00 4.9977459280e-02
1.2271846300e-02 9.9214925037e+00 4.9973181873e-02
2.4543692600e-02 9.9160552256e+00 4.9959495562e-02
3.6815538900e-02 9.9068826287e+00 4.9936401979e-02
4.9087385200e-02 9.8939793127e+00 4.9903895813e-02
6.1359231500e-02 9.8773628579e+00 4.9862004027e-02
7.3631077800e-02 9.8570413338e+00 4.9810723203e-02
8.5902924100e-02 9.8330302876e+00 4.9750059314e-02
9.8174770400e-02 9.8053603616e+00 4.9680055374e-02
1.1044661670e-01 9.7740422376e+00 4.9600703702e-02
1.2271846300e-01 9.7391079583e+00 4.9512041827e-02
1.3499030930e-01 9.7005859576e+00 4.9414092417e-02
1.4726215560e-01 9.6585040049e+00 4.9306864405e-02
1.5953400190e-01 9.6129069964e+00 4.9190407433e-02
