num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
8,512,1073741824,type1,0,840.617111
8,512,1073741824,type1,1,840.406080
8,512,1073741824,type1,2,838.379264
8,512,1073741824,type1,3,838.419711
8,512,1073741824,type1,4,838.510171
8,512,1073741824,type1,5,838.518844
8,512,1073741824,type1,6,838.647159
8,512,1073741824,type1,7,838.279523
8,512,1073741824,type1,8,838.511868
8,512,1073741824,type1,9,840.438238
8,512,1073741824,type2,0,262.159627
8,512,1073741824,type2,1,262.197033
8,512,1073741824,type2,2,262.053901
8,512,1073741824,type2,3,261.981521
8,512,1073741824,type2,4,261.879700
8,512,1073741824,type2,5,262.216336
8,512,1073741824,type2,6,262.241840
8,512,1073741824,type2,7,263.872986
8,512,1073741824,type2,8,262.303982
8,512,1073741824,type2,9,262.137298
