num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,512,1073741824,type1,0,79.368376
128,512,1073741824,type1,1,80.762359
128,512,1073741824,type1,2,103.392137
128,512,1073741824,type1,3,81.506867
128,512,1073741824,type1,4,80.039652
128,512,1073741824,type1,5,80.668641
128,512,1073741824,type1,6,80.176085
128,512,1073741824,type1,7,79.956438
128,512,1073741824,type1,8,79.530682
128,512,1073741824,type1,9,81.148810
128,512,1073741824,type2,0,43.338475
128,512,1073741824,type2,1,43.899393
128,512,1073741824,type2,2,43.488149
128,512,1073741824,type2,3,43.462376
128,512,1073741824,type2,4,44.076762
128,512,1073741824,type2,5,43.383090
128,512,1073741824,type2,6,44.691688
128,512,1073741824,type2,7,45.098000
128,512,1073741824,type2,8,45.047016
128,512,1073741824,type2,9,47.369548
