num_gpus,num_concurrent,direction,method,run_index,time_ms
16,1,forward,full,0,166.914388
16,1,forward,full,1,166.592350
16,1,forward,full,2,168.116007
16,1,forward,full,3,167.749812
16,1,forward,full,4,166.943730
16,1,forward,full,5,166.991889
16,1,forward,full,6,166.746072
16,1,forward,full,7,166.779832
16,1,forward,full,8,167.273863
16,1,forward,full,9,166.778453
16,1,forward,full,10,167.075758
16,1,forward,full,11,168.976299
16,1,forward,full,12,168.862004
16,1,forward,full,13,169.252455
16,1,forward,full,14,169.039086
16,1,forward,full,15,167.211752
16,1,forward,full,16,166.616829
16,1,forward,full,17,168.056169
16,1,forward,full,18,167.440930
16,1,forward,full,19,167.435619
16,1,forward,pruned,0,190.960162
16,1,forward,pruned,1,189.062047
16,1,forward,pruned,2,190.770921
16,1,forward,pruned,3,188.412597
16,1,forward,pruned,4,189.509586
16,1,forward,pruned,5,189.836649
16,1,forward,pruned,6,189.936708
16,1,forward,pruned,7,190.596941
16,1,forward,pruned,8,191.610926
16,1,forward,pruned,9,189.512464
16,1,forward,pruned,10,190.746537
16,1,forward,pruned,11,190.963073
16,1,forward,pruned,12,189.741228
16,1,forward,pruned,13,189.687342
16,1,forward,pruned,14,190.838631
16,1,forward,pruned,15,189.372181
16,1,forward,pruned,16,190.884070
16,1,forward,pruned,17,190.998176
16,1,forward,pruned,18,190.948675
16,1,forward,pruned,19,190.656555
16,1,backward,full,0,166.914388
16,1,backward,full,1,166.592350
16,1,backward,full,2,168.116007
16,1,backward,full,3,167.749812
16,1,backward,full,4,166.943730
16,1,backward,full,5,166.991889
16,1,backward,full,6,166.746072
16,1,backward,full,7,166.779832
16,1,backward,full,8,167.273863
16,1,backward,full,9,166.778453
16,1,backward,full,10,167.075758
16,1,backward,full,11,168.976299
16,1,backward,full,12,168.862004
16,1,backward,full,13,169.252455
16,1,backward,full,14,169.039086
16,1,backward,full,15,167.211752
16,1,backward,full,16,166.616829
16,1,backward,full,17,168.056169
16,1,backward,full,18,167.440930
16,1,backward,full,19,167.435619
16,1,backward,pruned,0,190.960162
16,1,backward,pruned,1,189.062047
16,1,backward,pruned,2,190.770921
16,1,backward,pruned,3,188.412597
16,1,backward,pruned,4,189.509586
16,1,backward,pruned,5,189.836649
16,1,backward,pruned,6,189.936708
16,1,backward,pruned,7,190.596941
16,1,backward,pruned,8,191.610926
16,1,backward,pruned,9,189.512464
16,1,backward,pruned,10,190.746537
16,1,backward,pruned,11,190.963073
16,1,backward,pruned,12,189.741228
16,1,backward,pruned,13,189.687342
16,1,backward,pruned,14,190.838631
16,1,backward,pruned,15,189.372181
16,1,backward,pruned,16,190.884070
16,1,backward,pruned,17,190.998176
16,1,backward,pruned,18,190.948675
16,1,backward,pruned,19,190.656555
