num_gpus,num_concurrent,direction,method,run_index,time_ms
128,1,forward,full,0,45.662986
128,1,forward,full,1,44.780684
128,1,forward,full,2,44.618547
128,1,forward,full,3,44.728397
128,1,forward,full,4,44.628431
128,1,forward,full,5,44.358814
128,1,forward,full,6,44.345576
128,1,forward,full,7,43.994719
128,1,forward,full,8,45.561550
128,1,forward,full,9,44.521269
128,1,forward,full,10,44.315295
128,1,forward,full,11,44.651307
128,1,forward,full,12,44.570383
128,1,forward,full,13,44.219069
128,1,forward,full,14,44.583948
128,1,forward,full,15,44.014954
128,1,forward,full,16,44.416486
128,1,forward,full,17,44.570061
128,1,forward,full,18,44.701927
128,1,forward,full,19,44.869059
128,1,forward,pruned,0,55.227822
128,1,forward,pruned,1,54.803667
128,1,forward,pruned,2,55.032364
128,1,forward,pruned,3,54.882387
128,1,forward,pruned,4,55.004455
128,1,forward,pruned,5,54.836017
128,1,forward,pruned,6,55.230089
128,1,forward,pruned,7,55.378340
128,1,forward,pruned,8,55.338499
128,1,forward,pruned,9,55.435099
128,1,forward,pruned,10,55.305395
128,1,forward,pruned,11,55.061468
128,1,forward,pruned,12,55.165167
128,1,forward,pruned,13,55.185195
128,1,forward,pruned,14,55.017902
128,1,forward,pruned,15,55.056774
128,1,forward,pruned,16,55.551908
128,1,forward,pruned,17,54.940937
128,1,forward,pruned,18,55.140788
128,1,forward,pruned,19,55.255205
128,1,backward,full,0,45.662986
128,1,backward,full,1,44.780684
128,1,backward,full,2,44.618547
128,1,backward,full,3,44.728397
128,1,backward,full,4,44.628431
128,1,backward,full,5,44.358814
128,1,backward,full,6,44.345576
128,1,backward,full,7,43.994719
128,1,backward,full,8,45.561550
128,1,backward,full,9,44.521269
128,1,backward,full,10,44.315295
128,1,backward,full,11,44.651307
128,1,backward,full,12,44.570383
128,1,backward,full,13,44.219069
128,1,backward,full,14,44.583948
128,1,backward,full,15,44.014954
128,1,backward,full,16,44.416486
128,1,backward,full,17,44.570061
128,1,backward,full,18,44.701927
128,1,backward,full,19,44.869059
128,1,backward,pruned,0,55.227822
128,1,backward,pruned,1,54.803667
128,1,backward,pruned,2,55.032364
128,1,backward,pruned,3,54.882387
128,1,backward,pruned,4,55.004455
128,1,backward,pruned,5,54.836017
128,1,backward,pruned,6,55.230089
128,1,backward,pruned,7,55.378340
128,1,backward,pruned,8,55.338499
128,1,backward,pruned,9,55.435099
128,1,backward,pruned,10,55.305395
128,1,backward,pruned,11,55.061468
128,1,backward,pruned,12,55.165167
128,1,backward,pruned,13,55.185195
128,1,backward,pruned,14,55.017902
128,1,backward,pruned,15,55.056774
128,1,backward,pruned,16,55.551908
128,1,backward,pruned,17,54.940937
128,1,backward,pruned,18,55.140788
128,1,backward,pruned,19,55.255205
