num_gpus,num_concurrent,direction,method,run_index,time_ms
256,1,forward,full,0,27.144685
256,1,forward,full,1,27.160401
256,1,forward,full,2,27.624155
256,1,forward,full,3,27.109832
256,1,forward,full,4,27.084752
256,1,forward,full,5,27.292324
256,1,forward,full,6,27.326568
256,1,forward,full,7,26.607812
256,1,forward,full,8,27.122642
256,1,forward,full,9,26.723835
256,1,forward,full,10,27.330941
256,1,forward,full,11,27.181095
256,1,forward,full,12,27.386147
256,1,forward,full,13,27.282604
256,1,forward,full,14,27.087906
256,1,forward,full,15,27.280866
256,1,forward,full,16,27.347160
256,1,forward,full,17,27.408990
256,1,forward,full,18,26.852749
256,1,forward,full,19,27.599637
256,1,forward,pruned,0,50.451698
256,1,forward,pruned,1,50.487193
256,1,forward,pruned,2,50.475854
256,1,forward,pruned,3,50.579465
256,1,forward,pruned,4,50.369497
256,1,forward,pruned,5,50.461486
256,1,forward,pruned,6,50.419686
256,1,forward,pruned,7,50.246522
256,1,forward,pruned,8,50.554346
256,1,forward,pruned,9,50.410380
256,1,forward,pruned,10,50.331061
256,1,forward,pruned,11,50.291202
256,1,forward,pruned,12,50.360926
256,1,forward,pruned,13,50.341750
256,1,forward,pruned,14,50.421783
256,1,forward,pruned,15,50.304703
256,1,forward,pruned,16,50.592337
256,1,forward,pruned,17,50.250237
256,1,forward,pruned,18,50.510944
256,1,forward,pruned,19,50.340171
256,1,backward,full,0,27.144685
256,1,backward,full,1,27.160401
256,1,backward,full,2,27.624155
256,1,backward,full,3,27.109832
256,1,backward,full,4,27.084752
256,1,backward,full,5,27.292324
256,1,backward,full,6,27.326568
256,1,backward,full,7,26.607812
256,1,backward,full,8,27.122642
256,1,backward,full,9,26.723835
256,1,backward,full,10,27.330941
256,1,backward,full,11,27.181095
256,1,backward,full,12,27.386147
256,1,backward,full,13,27.282604
256,1,backward,full,14,27.087906
256,1,backward,full,15,27.280866
256,1,backward,full,16,27.347160
256,1,backward,full,17,27.408990
256,1,backward,full,18,26.852749
256,1,backward,full,19,27.599637
256,1,backward,pruned,0,50.451698
256,1,backward,pruned,1,50.487193
256,1,backward,pruned,2,50.475854
256,1,backward,pruned,3,50.579465
256,1,backward,pruned,4,50.369497
256,1,backward,pruned,5,50.461486
256,1,backward,pruned,6,50.419686
256,1,backward,pruned,7,50.246522
256,1,backward,pruned,8,50.554346
256,1,backward,pruned,9,50.410380
256,1,backward,pruned,10,50.331061
256,1,backward,pruned,11,50.291202
256,1,backward,pruned,12,50.360926
256,1,backward,pruned,13,50.341750
256,1,backward,pruned,14,50.421783
256,1,backward,pruned,15,50.304703
256,1,backward,pruned,16,50.592337
256,1,backward,pruned,17,50.250237
256,1,backward,pruned,18,50.510944
256,1,backward,pruned,19,50.340171
