num_gpus,num_concurrent,direction,method,run_index,time_ms
8,1,forward,full,0,176.152349
8,1,forward,full,1,176.073183
8,1,forward,full,2,176.073407
8,1,forward,full,3,176.082111
8,1,forward,full,4,176.091923
8,1,forward,full,5,176.111327
8,1,forward,full,6,176.084639
8,1,forward,full,7,176.091935
8,1,forward,full,8,176.069280
8,1,forward,full,9,176.269018
8,1,forward,full,10,176.058272
8,1,forward,full,11,176.081695
8,1,forward,full,12,176.271194
8,1,forward,full,13,176.101567
8,1,forward,full,14,176.049728
8,1,forward,full,15,176.276377
8,1,forward,full,16,176.075519
8,1,forward,full,17,176.085856
8,1,forward,full,18,176.083007
8,1,forward,full,19,176.102462
8,1,forward,pruned,0,189.022201
8,1,forward,pruned,1,189.130532
8,1,forward,pruned,2,188.893963
8,1,forward,pruned,3,188.837694
8,1,forward,pruned,4,188.840460
8,1,forward,pruned,5,188.798080
8,1,forward,pruned,6,188.838476
8,1,forward,pruned,7,188.788193
8,1,forward,pruned,8,188.816237
8,1,forward,pruned,9,188.892810
8,1,forward,pruned,10,188.833260
8,1,forward,pruned,11,188.888587
8,1,forward,pruned,12,188.794638
8,1,forward,pruned,13,188.923242
8,1,forward,pruned,14,188.809773
8,1,forward,pruned,15,188.783790
8,1,forward,pruned,16,188.703889
8,1,forward,pruned,17,189.007399
8,1,forward,pruned,18,188.931977
8,1,forward,pruned,19,188.711024
8,1,backward,full,0,176.152349
8,1,backward,full,1,176.073183
8,1,backward,full,2,176.073407
8,1,backward,full,3,176.082111
8,1,backward,full,4,176.091923
8,1,backward,full,5,176.111327
8,1,backward,full,6,176.084639
8,1,backward,full,7,176.091935
8,1,backward,full,8,176.069280
8,1,backward,full,9,176.269018
8,1,backward,full,10,176.058272
8,1,backward,full,11,176.081695
8,1,backward,full,12,176.271194
8,1,backward,full,13,176.101567
8,1,backward,full,14,176.049728
8,1,backward,full,15,176.276377
8,1,backward,full,16,176.075519
8,1,backward,full,17,176.085856
8,1,backward,full,18,176.083007
8,1,backward,full,19,176.102462
8,1,backward,pruned,0,189.022201
8,1,backward,pruned,1,189.130532
8,1,backward,pruned,2,188.893963
8,1,backward,pruned,3,188.837694
8,1,backward,pruned,4,188.840460
8,1,backward,pruned,5,188.798080
8,1,backward,pruned,6,188.838476
8,1,backward,pruned,7,188.788193
8,1,backward,pruned,8,188.816237
8,1,backward,pruned,9,188.892810
8,1,backward,pruned,10,188.833260
8,1,backward,pruned,11,188.888587
8,1,backward,pruned,12,188.794638
8,1,backward,pruned,13,188.923242
8,1,backward,pruned,14,188.809773
8,1,backward,pruned,15,188.783790
8,1,backward,pruned,16,188.703889
8,1,backward,pruned,17,189.007399
8,1,backward,pruned,18,188.931977
8,1,backward,pruned,19,188.711024
