num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,1024,8589934592,type1,0,4304.150625
64,1024,8589934592,type1,1,4313.759568
64,1024,8589934592,type1,2,4322.621758
64,1024,8589934592,type1,3,4259.807207
64,1024,8589934592,type1,4,4308.505739
64,1024,8589934592,type1,5,4301.413277
64,1024,8589934592,type1,6,4336.897796
64,1024,8589934592,type1,7,4319.608866
64,1024,8589934592,type1,8,4376.240210
64,1024,8589934592,type1,9,4329.193987
64,1024,8589934592,type2,0,3299.090641
64,1024,8589934592,type2,1,3311.686483
64,1024,8589934592,type2,2,3275.675771
64,1024,8589934592,type2,3,3285.504902
64,1024,8589934592,type2,4,3246.391934
64,1024,8589934592,type2,5,3306.226865
64,1024,8589934592,type2,6,3251.617448
64,1024,8589934592,type2,7,3302.100209
64,1024,8589934592,type2,8,3243.638585
64,1024,8589934592,type2,9,3222.663158
