num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
8,512,1073741824,type1,0,875.666517
8,512,1073741824,type1,1,877.097226
8,512,1073741824,type1,2,882.640774
8,512,1073741824,type1,3,875.649174
8,512,1073741824,type1,4,870.729992
8,512,1073741824,type1,5,878.727418
8,512,1073741824,type1,6,885.345301
8,512,1073741824,type1,7,873.433271
8,512,1073741824,type1,8,877.811605
8,512,1073741824,type1,9,880.675232
8,512,1073741824,type2,0,303.233728
8,512,1073741824,type2,1,295.219759
8,512,1073741824,type2,2,300.404942
8,512,1073741824,type2,3,300.333296
8,512,1073741824,type2,4,289.518264
8,512,1073741824,type2,5,298.799043
8,512,1073741824,type2,6,300.595720
8,512,1073741824,type2,7,287.551443
8,512,1073741824,type2,8,305.481373
8,512,1073741824,type2,9,293.291707
