num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
256,512,1073741824,type1,0,68.065432
256,512,1073741824,type1,1,63.583552
256,512,1073741824,type1,2,48.980957
256,512,1073741824,type1,3,51.211056
256,512,1073741824,type1,4,53.223981
256,512,1073741824,type1,5,51.918681
256,512,1073741824,type1,6,52.545140
256,512,1073741824,type1,7,50.768213
256,512,1073741824,type1,8,54.015633
256,512,1073741824,type1,9,49.172445
256,512,1073741824,type2,0,34.182648
256,512,1073741824,type2,1,32.420837
256,512,1073741824,type2,2,31.799401
256,512,1073741824,type2,3,32.197974
256,512,1073741824,type2,4,30.640794
256,512,1073741824,type2,5,30.437460
256,512,1073741824,type2,6,30.200844
256,512,1073741824,type2,7,31.932836
256,512,1073741824,type2,8,31.925279
256,512,1073741824,type2,9,31.390203
