num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
64,512,1073741824,type1,0,649.835276
64,512,1073741824,type1,1,649.006829
64,512,1073741824,type1,2,652.734645
64,512,1073741824,type1,3,653.380631
64,512,1073741824,type1,4,649.217880
64,512,1073741824,type1,5,648.857398
64,512,1073741824,type1,6,653.452267
64,512,1073741824,type1,7,648.784585
64,512,1073741824,type1,8,650.401299
64,512,1073741824,type1,9,653.103029
64,512,1073741824,type2,0,193.111540
64,512,1073741824,type2,1,193.530493
64,512,1073741824,type2,2,192.728498
64,512,1073741824,type2,3,191.083756
64,512,1073741824,type2,4,191.705169
64,512,1073741824,type2,5,194.112360
64,512,1073741824,type2,6,198.644874
64,512,1073741824,type2,7,192.758252
64,512,1073741824,type2,8,194.080150
64,512,1073741824,type2,9,191.860074
