num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
512,1024,8589934592,type1,0,402.531381
512,1024,8589934592,type1,1,400.411092
512,1024,8589934592,type1,2,400.052855
512,1024,8589934592,type1,3,401.074606
512,1024,8589934592,type1,4,400.886068
512,1024,8589934592,type1,5,400.069190
512,1024,8589934592,type1,6,399.648264
512,1024,8589934592,type1,7,400.206418
512,1024,8589934592,type1,8,401.606774
512,1024,8589934592,type1,9,399.466716
512,1024,8589934592,type2,0,268.425630
512,1024,8589934592,type2,1,271.506741
512,1024,8589934592,type2,2,269.430344
512,1024,8589934592,type2,3,270.329791
512,1024,8589934592,type2,4,269.441524
512,1024,8589934592,type2,5,268.626322
512,1024,8589934592,type2,6,268.554251
512,1024,8589934592,type2,7,269.930813
512,1024,8589934592,type2,8,268.927359
512,1024,8589934592,type2,9,269.667032
