num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
256,1024,8589934592,type1,0,1465.544190
256,1024,8589934592,type1,1,1406.185577
256,1024,8589934592,type1,2,1430.776037
256,1024,8589934592,type1,3,1428.948827
256,1024,8589934592,type1,4,1405.393769
256,1024,8589934592,type1,5,1449.211245
256,1024,8589934592,type1,6,1457.187404
256,1024,8589934592,type1,7,1477.370229
256,1024,8589934592,type1,8,1408.412301
256,1024,8589934592,type1,9,1478.950840
256,1024,8589934592,type2,0,541.218594
256,1024,8589934592,type2,1,499.229850
256,1024,8589934592,type2,2,478.140443
256,1024,8589934592,type2,3,507.777607
256,1024,8589934592,type2,4,538.796901
256,1024,8589934592,type2,5,510.681311
256,1024,8589934592,type2,6,539.309508
256,1024,8589934592,type2,7,492.609071
256,1024,8589934592,type2,8,532.679456
256,1024,8589934592,type2,9,510.749945
