num_ranks,grid_size,num_particles,transform_type,run_index,time_ms
128,512,1073741824,type1,0,354.068786
128,512,1073741824,type1,1,352.638883
128,512,1073741824,type1,2,344.155332
128,512,1073741824,type1,3,349.417418
128,512,1073741824,type1,4,344.506176
128,512,1073741824,type1,5,347.070013
128,512,1073741824,type1,6,343.549992
128,512,1073741824,type1,7,346.908856
128,512,1073741824,type1,8,345.342059
128,512,1073741824,type1,9,350.161348
128,512,1073741824,type2,0,140.643879
128,512,1073741824,type2,1,123.418894
128,512,1073741824,type2,2,117.016265
128,512,1073741824,type2,3,118.244679
128,512,1073741824,type2,4,119.469154
128,512,1073741824,type2,5,116.617695
128,512,1073741824,type2,6,115.861142
128,512,1073741824,type2,7,113.982592
128,512,1073741824,type2,8,117.756853
128,512,1073741824,type2,9,115.270736
